UID,Name of Industrial Estate,District,Name of allootte Unit,Plot Number,Sector,Area at the time of allotment in Sq. Mtr.,Area at the time of Possession in Sq. Mtr.,Geometric Area,Constitution of Organization (Limited,Nature of Project,Proposed Product,PCB Category,Plot Status ,Proposed Investment (in cr.),Proposed Employment at time of allotment,Employment UK,email ID,Contact Number,Date of Allotment,Lease Deed,Lease Deed Date,Possession,Possession Date,Comment,Plot Status Date,Occupancy Certificate,Time Extension1,Time Extension1 Date,Time Extension Last,Time Extension Last Date,Land Use,Land Cost (per sq.m.),Maintenance cost towards common services (cost paid),Ref. No. - Layout Plan Approval from SIDA,Ref. No.- Building Plan Approval from SIDA,Whether industry is through FDI,Registration for SSI / EM1 / EM2 / UAM / IEM / SIA (Please select any one option),SSI / EM1 / EM2 / UAM / IEM / SIA,Subsidy From State Govt (Nil in case of No Subsidy) (in cr.),Policy under which the unit is established,Provide the name of Other Policy,NIC 5 Digit Code (as per NIC Code 2008),Women Entrepreneur,Electricity Connection,Electricity Supplier,Backup Electricity,Diesel Generator,CETP Connection,Water Connectiopn,Source of Water ,Time of Water Supply,Solid Waste Collection ,Time of Solid Waste Collection,Solar Panel,Rain Water Hasrvesting,Parking,Energy efficient fixtures,Energy Management Systems,Incubation Centre Provided,Warehouse ,Green Building,Gas Pipeline,Fire Extinguishing System,OH&S,Regulatory Authority (Property),Property Tax Payable,Regulatory AuthorityWater,Water Tax Payable,Regulatory Authority Environmental,Environmentall/Pollution Tax Payable,Total Tax payable (Rs.),Expenditure of Industry (p.a.)(Rs.),Revenue from Plots (p.a.)(Rs.),Permanent Male Employees,Permanent Female Employees,Permanent Total Employees,Contractual Male Employees,Contractual Female Employees,Contractual Total Employees,Differentally Abbled Employee,Skilled Male Employees,Skilled Female Employees,Skilled Total Employees,Semi-Skilled Male Employees,Semi-Skilled Female Employees,Semi-Skilled Total Employees,Unskilled Male Employees,Unskilled Female Employees,Unskilled Total Employees,Local Resident Male Employees,Local Resident Female Employees,Local Resident Total Employees,"Programme for skill training of employees. (Programme name, number of people trained, Month and Year of training","Harassment Prevention and Redressal (Harassment redressal team,","Sexual harassment redressal team, transport provision for women)","Community Dialogue (Website, Media Release, News Bulletin, Social Media, Other)","Community services such as drinking water supply, water harvesting, health camps etc.","Outreach activities: CSR Activities/ Clean up drives, health camp, public service activities etc.",Pollution Clearance,Date of pollution clearance taken by industry,Date of expiry of pollution clearance,Type of Emission,Air pollution- emission quality data,Reduction of Emission-Measures taken and compliance for air pollution control,"Air pollution monitoring system (online and offline monitoring, lab facilities, data display","facilities, data reporting systems )",Noise pollution data (as per regulatory authority),Whether EIA needed and done?,ISO Certification,"Green Building Certification IGBC, BREEA, LEED, DGNB)",Pre-assessment for Gold Rating,"Design of building (Passive Design, Building Orientation)",Record of major trees within plot,Any green measures taken up by industry,Incentives/ grants for greening industry/ resource efficiency etc.,Any National/ International Certification,(Mention Year of Certification),Property Tax payable (in Rs.),Regulatory Authority(property)
BRD_1_A4,SIDC Balbhadrapur,Pauri Garhwal,-,A4,,,,1685.63,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_A5,SIDC Balbhadrapur,Pauri Garhwal,-,A5,,,,1676.14,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_A5-A9,SIDC Balbhadrapur,Pauri Garhwal,Indica Camicals Ind Pvt Ltd.,A5-A9,1,8150,8150,9498.98,Company Pvt. Ltd.,Chemical & Chemical Products,expanded indiflow perlite filtered product,Orange,In Production,1.2,25,10,indi.ind@hotmail.com,0120-4347550,17-Feb-86,Yes,1-Mar-87,Yes,1-Mar-87,,1-Sep-87,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_A6,SIDC Balbhadrapur,Pauri Garhwal,-,A6,,,,2024.08,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_A7,SIDC Balbhadrapur,Pauri Garhwal,-,A7,,,,1454.13,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_A8,SIDC Balbhadrapur,Pauri Garhwal,-,A8,,,,2828.49,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_A9,SIDC Balbhadrapur,Pauri Garhwal,-,A9,,,,1516.14,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BRD_1_B1,B2,B3,B4,B5",SIDC Balbhadrapur,Pauri Garhwal,S.S.G. Enterprises,"B1,B2,B3,B4,B5",1,3767.91,3767.91,4115.12,Partnership,Other,PVC waste grinding,Green,In Production,0.11,9,7,-,9319773730,26-May-98,Yes,12-Jan-07,Yes,24-Feb-07,,21-Mar-08,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B10,SIDC Balbhadrapur,Pauri Garhwal,Kalam singh Bisht,B10,1,965,965,1285.74,Proprietor,Other,hoseiry item,Orange,Others,0.34,17,-,-,-,23-Feb-96,Yes,21-Apr-07,No,,closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B11,SIDC Balbhadrapur,Pauri Garhwal,Sada Ram rubber Ind Ltd,B11,1,1125,1125,1241.89,Company Pvt. Ltd.,"Rubber, Resins & Plastics",rubber,RED,Others,0.85,12,-,-,-,4-May-88,Yes,8-Apr-89,Yes,2-Jul-88,closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B12,SIDC Balbhadrapur,Pauri Garhwal,Sada Ram & Sons,B12,1,1096,1096,1139.32,Proprietor,Other,rubber,White,Others,0.35,10,-,-,-,21-Mar-87,No,,No,,closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B13,SIDC Balbhadrapur,Pauri Garhwal,S K S Boilers Pvt Ltd.,B13,1,1098,1098,1071.97,Company Pvt. Ltd.,Other,boiler plant,RED,Others,0.66,11,-,-,-,26-May-98,Yes,1-Nov-05,Yes,7-Jun-07,closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B14,SIDC Balbhadrapur,Pauri Garhwal,Mr. Aloka ji (  Bhola Food Products),B14,1,999,999,1005.64,Company Pvt. Ltd.,Food Processing,food product,Orange,Others,0.45,8,-,-,-,31-Mar-88,Yes,13-Mar-06,Yes,13-Mar-06,closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B15,SIDC Balbhadrapur,Pauri Garhwal,JAINCO PLASTIC,B15,1,955,,940.725,Proprietor,N.A,,N.A,Alloted,57,0,0,jaincosanitary@gmail.com,7017848376,16-Jan-20,,,,,,,,,,,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B16,SIDC Balbhadrapur,Pauri Garhwal,Sri Ripu Daman Agarwal (R Dee Ind),B16,1,932,932,888.182,Proprietor,Hospitality,steel fabrication household furniture,Orange,Others,0.4,32,-,-,01382-2212,24-Mar-87,Yes,17-Apr-90,Yes,18-Apr-90,closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B17 to B22,SIDC Balbhadrapur,Pauri Garhwal,Charu Steels Ltd,B17 to B22,1,5227,5227,4722.41,Company Pvt. Ltd.,Iron & Steel,steel ingot,RED,In Production,1.22,56,25,charusteel1995@gmail.com,-,20-Nov-87,Yes,25-Jan-95,Yes,25-Jan-95,,14-Jun-00,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B23,SIDC Balbhadrapur,Pauri Garhwal,YATINDER SINGH RAWAT,B23,1,760,-,1011.01,Proprietor,Other,VARNISH AND PAINTS,RED,In Production,0.11,13,-,RAJESH.THAPLIYAL07@GMAIL.COM,9410962004,24-Mar-87,Yes,8-Sep-88,Yes,8-Sep-88,,4-Aug-98,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B24,SIDC Balbhadrapur,Pauri Garhwal,Satya Naraain Singh Rawat,B24,1,771,771,528.679,Proprietor,Other,PVC Pipes,Orange,Others,0.18,13,-,-,-,16-Nov-88,Yes,20-Aug-90,Yes,29-Aug-90,factory closed more then 2 yrs,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B25,SIDC Balbhadrapur,Pauri Garhwal,SKS Poower Pvt Ltd,B25,1,676,676,641.998,Company Pvt. Ltd.,Metals,food processing machine,Orange,In Production,0,0,-,-,112608875,31-Aug-88,Yes,11-Nov-05,Yes,7-Jul-07,,20-Dec-07,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B26,SIDC Balbhadrapur,Pauri Garhwal,Khanna Auto Mart Pvt Ltd,B26,1,621,,588.755,Company,Other,"Manufacturing of Automobile Carrier frame, footrest, and guards",N.A,Alloted,2250000,0,0,sanjay@ukhyundai.in,9557590111,13-Feb-19,,,,,,,,,,,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B27,SIDC Balbhadrapur,Pauri Garhwal,S. L.Oberai Minerals Pvt. Ltd.,B27,1,607,607,1056.5,Company Pvt. Ltd.,Other,automoble workshop,Orange,Under Construction,0.32,14,-,oberaimotors@gmail.com,9837021114,15-Jun-12,Yes,10-Jun-12,Yes,10-Oct-12,,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B28,SIDC Balbhadrapur,Pauri Garhwal,Oberai Motors Ltd,B28,1,2165,2165,1051.54,Company Pvt. Ltd.,Other,automoble workshop,RED,Under Construction,0.92,34,-,oberaimotors@gmail.com,9639016009,31-Mar-12,Yes,22-May-12,Yes,22-May-12,,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B29,SIDC Balbhadrapur,Pauri Garhwal,-,B29,,,,267.012,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BRD_1_B29,B30,B31,B32",SIDC Balbhadrapur,Pauri Garhwal,Shaymlal Ispat Pvt Ltd.,"B29,B30,B31,B32",1,4063.94,4063.954,1821.04,Company Pvt. Ltd.,Iron & Steel,steel alloy,RED,Others,0.75,35,-,-,-,11-Apr-91,Yes,17-Feb-94,Yes,6-Oct-94,closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B30,SIDC Balbhadrapur,Pauri Garhwal,-,B30,,,,468.05,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B31,SIDC Balbhadrapur,Pauri Garhwal,-,B31,,,,521.032,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B32,SIDC Balbhadrapur,Pauri Garhwal,-,B32,,,,564.944,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B33,SIDC Balbhadrapur,Pauri Garhwal,-,B33,,,,649.048,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B34,SIDC Balbhadrapur,Pauri Garhwal,Ruchika Enterprises,B34,1,600,600,714.368,Proprietor,Other,sockd,Orange,Others,0.11,15,-,-,011-616976,4-May-98,Yes,5-Apr-88,Yes,30-Nov-88,closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B35,SIDC Balbhadrapur,Pauri Garhwal,shayam lal ispat pvt ltd,B35,1,600,600,777.559,Company Pvt. Ltd.,Other,steel and alloy casting through induction furnace,RED,Under Construction,0,0,-,RAJESH.THAPLIYAL07@GMAIL.COM,9410962004,11-Apr-91,Yes,17-Feb-94,Yes,6-Oct-94,,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B36,SIDC Balbhadrapur,Pauri Garhwal,Ajay Jian,B36,1,861,861,818.228,Proprietor,"Rubber, Resins & Plastics",plastic granules,Orange,Under Construction,0.45,8,-,-,-,11-Jun-07,Yes,2-Aug-07,Yes,9-Mar-08,,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B37,SIDC Balbhadrapur,Pauri Garhwal,-,B37,,,,817.089,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BRD_1_B37,B38,B39",SIDC Balbhadrapur,Pauri Garhwal,Shivam Bansal,"B37,B38,B39",1,2130,2130,3187.67,Proprietor,Other,fabrication,Orange,Under Construction,2.28,30,-,-,9889008802,11-Jun-07,Yes,8-Feb-08,Yes,7-Jul-08,,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B38,SIDC Balbhadrapur,Pauri Garhwal,-,B38,,,,1059.39,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B39,SIDC Balbhadrapur,Pauri Garhwal,-,B39,,,,1311.19,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B40,SIDC Balbhadrapur,Pauri Garhwal,Shree Shidhbali Polymers,B40,1,567,567,641.383,Partnership,Other,water tank,Orange,Others,0.95,9,-,-,9837057858,1-Jul-96,Yes,9-Feb-04,Yes,8-Oct-04,closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B41,SIDC Balbhadrapur,Pauri Garhwal,Excel Wiretech,B41,1,630,630,698.853,Proprietor,Iron & Steel,Steel,Orange,Under Construction,-,25,-,sales.primealloy@gmail.com,9810827779,26-Dec-05,Yes,20-Jan-06,Yes,3-Jun-06,,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B42,SIDC Balbhadrapur,Pauri Garhwal,-,B42,,,,603.977,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BRD_1_B42,B43",SIDC Balbhadrapur,Pauri Garhwal,Uttranchal wires,"B42,B43",1,1412,1382,1200.21,Partnership,Iron & Steel,Steel Wire Drawing,Orange,Under Construction,1.2,30,-,sales.primealloy@gmail.com,9810827779,8-Feb-88,Yes,3-Feb-10,Yes,3-Feb-10,,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B43,SIDC Balbhadrapur,Pauri Garhwal,-,B43,,,,596.237,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B44,SIDC Balbhadrapur,Pauri Garhwal,Anoop Bisht,B44,1,518,518,974.013,Proprietor,Other,steel furniture,Orange,Under Construction,0.3,9,-,-,-,11-May-87,Yes,24-Mar-06,Yes,24-Mar-06,,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B44A,SIDC Balbhadrapur,Pauri Garhwal,Alpine Polymers,B44A,1,1053,-,770.165,Partnership,Other,"Plastic Lay Flat Tubes (Kishan Pipe), Plastic Shee",Orange,Alloted,0.5,12,-,polymers.sadhana@gmail.com,"96,706,041,159,927,500,000",7-Sep-18,No,,No,,,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B45,SIDC Balbhadrapur,Pauri Garhwal,-,B45,,,,644.678,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BRD_1_B-45,46",SIDC Balbhadrapur,Pauri Garhwal,ITI,"B-45,46",1,1168,1168,1196.12,Individual,Other,iti collage,Orange,Others,-,-,-,m.k@gmail.com,-,7-Mar-16,No,,No,,closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B46,SIDC Balbhadrapur,Pauri Garhwal,-,B46,,,,551.446,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B47,SIDC Balbhadrapur,Pauri Garhwal,Tiwari Industries,B47,1,635,,648.242,Proprietor,N.A,,N.A,Alloted,26,0,0,tiwari.tourandtravel@rediffmail.com,9927025287,25-Oct-19,,,,,,,,,,,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B6,SIDC Balbhadrapur,Pauri Garhwal,Shri Surendra Shingh Saini,B6,1,692,692,1144.88,Proprietor,Food Processing,"Ahar,Jam jelly etc",Orange,In Production,0.65,13,8,sumati60@gmail.com,983799364,28-Sep-93,Yes,15-Jun-10,Yes,27-Jun-94,,1-Jan-03,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B7,SIDC Balbhadrapur,Pauri Garhwal,Siddhbli Udyog,B7,1,759,759,982.865,Proprietor,Food Processing,Besan Mill,White,In Production,0.24,7,5,-,121763383,18-Mar-05,Yes,9-Apr-05,Yes,9-Apr-05,,10-Mar-10,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B8,SIDC Balbhadrapur,Pauri Garhwal,Mr K S Rawat,B8,1,822,822,1055.41,Proprietor,Iron & Steel,Steel Furniture,Orange,Others,0.52,7,-,-,-,5-Aug-87,Yes,14-Sep-92,Yes,14-Sep-92,closed as on date,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_B9,SIDC Balbhadrapur,Pauri Garhwal,SUNIL KUMAR KARANWAL,B9,1,814,814,1060.53,Proprietor,Other,woolen,Orange,Others,0.2,15,-,-,9410962004,23-Feb-96,Yes,15-Sep-05,Yes,29-Oct-05,closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_C1,SIDC Balbhadrapur,Pauri Garhwal,Mr Mahendra Kumar,C1,1,656,656,453.739,Proprietor,Other,flour mill,RED,In Production,0.25,10,-,-,-,11-May-99,Yes,5-Jan-04,Yes,5-Jan-04,,12-Jan-05,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_C10,SIDC Balbhadrapur,Pauri Garhwal,-,C10,,,,560.243,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_C11,SIDC Balbhadrapur,Pauri Garhwal,Dobriyal Brothers,C11,1,915,915.52,925.098,Proprietor,Iron & Steel,Cross Flow Turbine and Turbine Parts,RED,Alloted,44.69,11,0,dobriyalbrothers1986@gmail.com,"983,707,302,798,370,000,000,000,000,000",22-Jun-16,Yes,21-Jul-17,Yes,21-Jul-17,,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_C-1A,SIDC Balbhadrapur,Pauri Garhwal,DNN Plastics Pvt. Ltd.,C-1A,1,1032,1079.09,1017.99,Company Pvt. Ltd.,Other,Mfg. of PVC Pipes,Orange,Alloted,0.94,15,-,pksexport65@gmail.com,9811004415,15-Sep-17,Yes,30-Oct-17,Yes,31-Oct-17,,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_C2,SIDC Balbhadrapur,Pauri Garhwal,-,C2,,,,657.484,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_C3,SIDC Balbhadrapur,Pauri Garhwal,-,C3,,,,585.923,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD_1_C4,SIDC Balbhadrapur,Pauri Garhwal,-,C4,,,,468.528,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
